CNS,Dat. Instalação,Denominação,Tipo,Atribuições,Status,Situação jurídica da serventia,Data decisão,UF,Cidade,E-mail contato,Dat. ingresso responsável,Responsável,Substituto
00.208-9,11/08/1960,CARTÓRIO DO ÚNICO OFÍCIO,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,28/02/2025,AL,"OLHO D'AGUA DAS FLORES",oaflorescartorio@gmail.com,2025-02-26,VINÍCIUS MARQUES PINHEIRO AUGUSTO,-
00.209-7,06/07/1984,Cartório de Notas e do Registro Geral de Imóveis,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,01/03/2025,AL,BELEM,oficiounicobelem@gmail.com,2025-02-26,THIAGO MOTA MACIEL,LUCAS GABRIEL MACIEL GRANGEIRO
00.210-5,26/10/1891,Cartório de Notas e Protestos,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,12/07/2012,AL,SAO LUIS DO QUITUNDE,cartorio2saoluiz@gmail.com,1981-03-05,MARCOS ANTONIO TOLEDO SILVA,MARCIO TOLEDO SILVA
00.211-3,11/08/1960,CARTORIO DE NOTAS E REGISTROS GERAIS DE OLIVENÇA-AL,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,31/01/2025,AL,OLIVENCA,cartorionotaseregistrogerais@gmail.com,2025-01-28,DANIELA DIVINA DA SILVA,-
00.212-1,06/07/1984,CARTÓRIO DE REGISTRO CIVIL DE PESSOAS NATURAIS E NOTAS DO DISTRITO DE LAGOINHA,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,01/03/2025,AL,DELMIRO GOUVEIA,dgcartoriolagoinha@gmail.com,2025-02-26,ANDRÉ DE SOUZA,-
00.213-9,02/03/1903,CARTORIO DE REGISTRO CIVIL E NOTAS DO 1° OFÍCIO DE CACIMBINHAS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,28/02/2025,AL,CACIMBINHAS,registrocivilcacimbinhas@outlook.com,2025-02-26,HUGO ETIENNE ALMEIDA SILVA,-
00.214-7,01/10/1954,TABELIONATO DE NOTAS E OFÍCIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS DE OLIVENÇA - AL,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,28/02/2025,AL,OLIVENCA,rcpnolivenca@gmail.com,2025-02-26,EWERTON SOUSA MELO,-
00.215-4,29/01/1900,Cartório de Registro Civil de Major Isidoro,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,28/02/2025,AL,MAJOR ISIDORO,cartoriomajorizidoro@gmail.com,2025-02-26,JULIANA CAVALCANTE ALBUQUERQUE,-
00.216-2,07/06/1944,Cartório de Registro Civil das Pessoas Naturais de Messias,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,01/03/2025,AL,MESSIAS,cartorioregistrocivilmessias@gmail.com,2025-02-26,LAÍS SITÔNIO MAIA,BEATRYZ PEIXOTO CALHEIROS
00.217-0,11/01/1917,CARTÓRIO DE REGISTRO CIVIL E NOTAS DE TANQUE DARCA,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,"TANQUE D'ARCA",cartoriotanquedarca.al@gmail.com,2025-01-13,LIS DE ALMEIDA FELIX,KáTIA DANYLE RODRIGUES BARRETO
00.218-8,07/01/1889,4º OFÍCIO: REGISTRO CIVIL DAS PESSOAS NATURAIS E NOTAS DE PENEDO/AL - Marcos Vinícius de Carvalho,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,PENEDO,registrocivilenotaspenedo@outlook.com,2025-01-28,MARCOS VINÍCIUS DE CARVALHO,-
00.219-6,25/11/1966,Cartório de Registro Civil da Vila Ilha do Ferro,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,01/10/2025,AL,PAO DE ACUCAR,atendimentocartoriopaodeacucar@gmail.com,2025-09-26,LUCAS FAVARETTO ARAÚJO ABREU,-
00.220-4,29/07/1938,Cartório de Registro Civil das Pessoas Naturais e Notas de Coqueiro Seco,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,24/02/2025,AL,COQUEIRO SECO,coqueirosecocartorio@gmail.com,2025-02-21,KAROLINE MAFRA SARMENTO BESERRA,-
00.221-2,10/08/1889,CARTORIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,PIRANHAS,registrocivilpiranhas@gmail.com,2025-01-28,AMANDA GOMES RAMOS,-
00.222-0,10/08/1889,CARTORIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E NOTAS DE POÇO DAS TRINCHEIRAS- AL,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,20/03/2025,AL,POCO DAS TRINCHEIRAS,rcpnpocodastrincheiras@gmail.com,2025-03-01,MARA OLINDA DE QUEIROZ,-
00.223-8,06/07/1984,Cartório de Registro Civil das Pessoas Naturais e Notas,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,CONVERSÃO EM DILIGÊNCIA,22/07/2025,AL,TEOTONIO VILELA,cartorioteotonio07@gmail.com,2025-07-21,CAMILA FECHINE MACHADO,-
00.224-6,27/09/1916,"2º Registro Civil das Pessoas Naturais e Tabelionato de Notas de Palmeira dos Índios, Distrito de Caldeirões de Cima, Alagoas",Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,06/02/2025,AL,PALMEIRA DOS INDIOS,cartoriocaldeiroesdecima@gmail.com,2025-02-04,LAóDICE DIGOLIN DE ASSUNçãO,-
00.226-1,11/10/1888,CARTÓRIO DE REGISTRO CIVIL E NOTAS DE MARECHAL DEODORO,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,MARECHAL DEODORO,cartoriodemarechaldeodoro@gmail.com,2025-01-28,PRISCILA EMANUELE FALCÃO DE OLIVEIRA MENEZES,-
00.227-9,17/01/1905,CARTÓRIO DE REGISTRO CIVIL E NOTAS DO 3º DISTRITO,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,MACEIO,documentos@3rcpn.com,2025-01-28,MESSIAS NAVARRO DE SOUSA,NATÁLIA TALIA ANDRADE DE OLIVEIRA
00.228-7,11/08/1960,Cartório de Registro Civil de Pessoas Naturais e Notas,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,PARIPUEIRA,cartorioparipueiraal@gmail.com,2025-01-28,PEDRO EMÍLIO NEUMANN TEODORO RODRIGUES,DAVID DE PAULA OLIVEIRA
00.229-5,11/10/1888,Cartório de Registro Civil e Tabelionato de Notas de Viçosa/AL,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,03/09/2025,AL,VICOSA,cartoriorcpnenotasvicosa.al@outlook.com,2025-09-02,MATHEUS LEITE ALMENDRA,MARIA TEREZA FIDELIS CARDOSO NETA
00.230-3,04/09/1906,"CARTORIO DE REGISTRO CIVIL DE PESSOAS NATURAIS, NASCIMENTO, CASAMENTO E OBITO",Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,15/07/2025,AL,ATALAIA,cartorioregistrocivil.atalaia@gmail.com,2025-07-07,THAÍS CAMATTE VIEIRA ANDRADE,-
00.231-1,12/06/1911,Tabelionato de Notas e Oficial de Registro Civil das Pessoas Naturais de Interdições e Tutelas,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,24/04/2025,AL,TAQUARANA,cartoriotaquarana@gmail.com,2025-02-05,WESLLEY JOSé DOS SANTOS,-
00.232-9,15/01/1889,Cartório de Registro Civil e Notas - 1º Ofício de São José da Laje/AL,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,25/07/2025,AL,SAO JOSE DA LAJE,contato@cartoriosjdl.com,2025-07-25,LEONARDO MELO MARTINS,-
00.233-7,28/08/1876,Tabelionato de Notas e Ofício de Registro Civil das Pessoas Naturais de Porto de Pedras - Distrito de Tatuamunha - AL.,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,13/03/2025,AL,PORTO DE PEDRAS,raphaelfraemam@cartorioportodepedras.com,2025-03-12,RAPHAEL FRAEMAM BRAGA VIANA,-
00.234-5,06/07/1984,Cartório de Registro Civil e Notas de Canapi,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,03/02/2025,AL,CANAPI,cartoriodecanapi@hotmail.com,2025-01-28,ALAN RICARDO ANTAO BEZERRA,ALISSON BRUNO ALENCAR SILVA
00.235-2,11/08/1960,Cartório de Registro Civil do 3º Distrito,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,29/11/2023,AL,ARAPIRACA,cartorio3distritoarapiraca@gmail.com,2023-11-28,JORDÂNIA IZEQUIEL DOS SANTOS,-
00.236-0,11/08/1960,5º DISTRITO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIONATO DE NOTAS DE ALAGOAS/AL,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,28/08/2025,AL,ARAPIRACA,cartoriovilasaofrancisco@gmail.com,2025-08-26,CÉSAR ANTÔNIO PINTO ATAÍDE,-
00.237-8,19/12/1970,"Cartório 2º distrito de Registro Civil das Pessoas Naturais e Notas, Massapê, Feira Grande/AL",Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,24/02/2025,AL,FEIRA GRANDE,cartoriomassapeal@outlook.com,2025-02-21,EDUARDO FONTES LIMA DE ABREU,IRIçON BALBINO DE MéLO
00.238-6,01/01/1950,Cartório de Registro Civil das Pessoas Naturais e Tabelionato de Notas,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,20/03/2025,AL,"OLHO D'AGUA DAS FLORES",cartoriomariadefatima@gmail.com,2025-03-01,MARIA DE FáTIMA MARQUES,-
00.239-4,04/01/1889,Cartório do Registro Civil e Notas,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,28/02/2025,AL,LIMOEIRO DE ANADIA,rcpnenotasdelimoeirodeanadia@gmail.com,2025-02-26,PEDRO BARAUSSE NETO,-
00.240-2,11/08/1960,CARTORIO DE REGISTRO CIVIL E NOTAS MARIA FERREIRA NETO,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,28/08/2025,AL,CAMPO GRANDE,campograndecartorio@gmail.com,2025-08-22,MARINA MENDONÇA LUZ PACINI RICCI,-
00.241-0,28/06/1877,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS DE QUEBRANGULO-ALAGOAS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,14/08/2025,AL,QUEBRANGULO,rcpnquebrangulo@gmail.com,2025-08-14,FELIPE FLORA RIBEIRO,MARIA EUFRáSIA RAMOS AGUIAR
00.242-8,18/10/1866,CARTÓRIO DE REGISTRO CIVIL E NOTAS DE JOAQUIM GOMES -AL,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,24/07/2025,AL,JOAQUIM GOMES,cartorioregistrociviljg1@gmail.com,2025-07-22,SYLENE MARIA MICHALUAT SESSA,-
00.243-6,25/04/1890,CARTORIO DE REGISTRO DE PESSOAS NATURAIS E NOTAS DE SANTANA DO MUNDAU,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,28/02/2025,AL,SANTANA DO MUNDAU,cartoriomundau@gmail.com,2025-02-26,ELIS IULLY MOTA,-
00.244-4,20/11/1949,Cartório de Registro Civil e Notas do Distrito de São Marcos de Major Izidoro,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,28/02/2025,AL,MAJOR ISIDORO,saomarcoscartorio@gmail.com,2025-02-26,DANIELLA RESSIGUIER RIBEIRO ESPOSITO,CARLA MONIELE DA SILVA PAZ SANTOS
00.245-1,11/08/1960,2º Tabelionato de Notas de Jacuípe/AL,Privatizada,Notas,Ativo,VAGO,08/07/2025,AL,JACUIPE,cartorio.jacuipeal@hotmail.com,2025-07-01,BENJAMIM OLIVEIRA DA ROCHA,-
00.246-9,27/07/1809,"1º Ofício de Registro de Imóveis, Notas e Registro Civil de Pessoas Jurídicas e Títulos e Documentos de Porto Calvo/AL",Oficializada,Notas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,28/02/2025,AL,PORTO CALVO,contato@cartorioportocalvo.com,2025-02-26,VALQUÍRIA MARIA NOVAES MENEZES FRAEMAM,-
00.247-7,08/08/1938,Cartório do 1º Ofício Anadia/AL,Oficializada,Notas / Protesto de Títulos / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,28/02/2025,AL,ANADIA,1cartorioanadia@gmail.com,2025-02-27,ÍCARO PROTÁSIO ARAÚJO DA COSTA,-
00.248-5,25/12/1865,CARTORIO DO 1º OFICIO DA COMARCA DE PENEDO-AL,Oficializada,Notas / Protesto de Títulos / Registro de Imóveis,Ativo,PROVIDO,03/02/2025,AL,PENEDO,cartorio1ofregistropenedo@gmail.com,2025-01-28,JULIANA ALVES MIRAS BARROS,MEIRE JANE FERREIRA RAMOS
00.249-3,10/06/1934,Cartório do 1º Ofício de Registro Geral de Imóveis e Notas,Privatizada,Notas / Registro de Imóveis,Ativo,PROVIDO,03/02/2025,AL,ATALAIA,cartorioimoveisenotas.atalaia@gmail.com,"2005-02-17, 2025-01-28",THAÍS CAMATTE VIEIRA ANDRADE,-
00.250-1,11/08/1960,Cartório do 2° Ofício Tabelionato de Notas e Protestos.,Privatizada,Notas / Protesto de Títulos,Ativo,PROVIDO,28/02/2025,AL,PORTO CALVO,cartoriodeportocalvo@gmail.com,2025-02-11,BRUNA SUELY NASCIMENTO SANTOS,AMANDA BEATRIZ NASCIMENTO SANTOS
00.251-9,17/04/1962,Cartório do 2º Distrito do Registro Civil,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,AL,ARAPIRACA,cartorio2distritodearapiraca@hotmail.com,1991-08-20,ROSINEIDE MARIA MONTENEGRO MIRANDA,MANOEL MIRANDA DA SILVA NETO
00.252-7,24/07/1929,Cartório do 2º Ofício de Anadia,Privatizada,Notas / Registro de Imóveis,Ativo,VAGO,02/10/2025,AL,ANADIA,cartorio2anadia@gmail.com,2025-10-01,ÍCARO PROTÁSIO ARAÚJO DA COSTA,-
00.253-5,11/08/1960,CARTÓRIO DO 3º OFICIO DO MUNICIPIO DE ARAPIRACA,Privatizada,Notas,Ativo,PROVIDO,13/03/2025,AL,ARAPIRACA,cartorioterceirooficio@gmail.com,2025-03-13,ANTÔNIA MARIA DA SILVA,ALEXSANDRA GONçALVES LIMA
00.254-3,06/07/1984,3º TABELIONATO DE NOTAS DE PENEDO,Privatizada,Notas,Ativo,PROVIDO,28/02/2025,AL,PENEDO,contato@cartoriopenedo.com.br,2025-02-26,ANA KLEYCE GONÇALVES OLIVA DE MATTOS,LARISSA MAYARA DOS SANTOS
00.255-0,28/07/1876,Cartório do Registro Civil de Pessoas Naturais do 4º Distrito de Maceió - Floriano Peixoto,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,MACEIO,cartorio4rcpnenotasmaceio@outlook.com,2025-01-28,ALBERT EINSTEIN AQUINO COSTA,ELIDIANNY CHRISTINA BARBOSA DA SILVA OLIVEIRA
00.256-8,11/08/1960,Cartório do Registro Civil,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,19/02/2025,AL,MONTEIROPOLIS,cleidsonandrade.registrador@gmail.com,2025-02-18,CLEIDSON DA SILVA ANDRADE,-
00.257-6,21/01/1993,Cartório do Registro Civil das Pessoas Naturais e Notas do Distrito de Várzea de Dona Joana,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,28/04/2025,AL,POCO DAS TRINCHEIRAS,varzearcpn@gmail.com,2025-04-03,MARA OLINDA DE QUEIROZ,-
00.258-4,11/10/1888,Cartório do Registro Civil e Tabelionato de Notas de Traipu,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,28/02/2025,AL,TRAIPU,contato@cartoriodetraipu.com.br,2025-02-25,PEDRO LUÍS TEOBALDO DE FONTES,-
00.259-2,05/12/1889,Cartório de Registro Civil das Pessoas Naturais de Porto Calvo,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,25/08/2025,AL,PORTO CALVO,cartoriorcpnportocalvo@gmail.com,2025-08-22,RUTH DE MOURA,-
00.260-0,04/03/1932,Cartório do Registro Civil 2º Distrito de Coruripe Alagoas,Oficializada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,12/07/2010,AL,CORURIPE,dagmarcartoriopoxim@hotmail.com,1977-04-25,DAGMAR GUIMARãES DA SILVA,LIGIA FELISDORIO DOS SANTOS
00.261-8,02/01/1906,Cartorio do Registro Civil e Notas de Pilar -  AL,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,01/08/2025,AL,PILAR,cartoriocivilpilar@gmail.com,2025-03-21,MATEUS SCHAEFFER BRANDÃO,-
00.262-6,01/05/1929,Cartório do Registro Civil de Flexeiras,Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,28/02/2025,AL,FLEXEIRAS,anitacarusopuchta@yahoo.com.br,2025-02-26,ANITA CARUSO PUCHTA,POLLYANE MOREIRA SILVA
00.264-2,26/04/1900,Cartório do Registro Civil e Notas de Jundiá,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,30/07/2025,AL,JUNDIA,romuloafb@hotmail.com,2025-07-29,RÔMULO ABREU FIGUEREIDO BARBOSA,-
00.265-9,10/01/1889,Cartório do Registro Civil,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,28/10/2011,AL,BELO MONTE,cartoriobelomonte@gmail.com,1987-05-14,JOSé TADEU SOARES OLIVEIRA,-
00.266-7,06/07/1984,Registro Civil das Pessoas Naturais e Tabelionato de Notas do Distrito de Barragem Leste,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,CONVERSÃO EM DILIGÊNCIA,01/08/2025,AL,DELMIRO GOUVEIA,cartorioregistrocivilbarragem@gmail.com,2025-05-20,GEICIELY REIS SILVA,-
00.267-5,07/12/1960,SERVIÇO DE REGISTRO CIVIL E NOTAS DAS PESSOAS NATURAIS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,04/08/2025,AL,SENADOR RUI PALMEIRA,cartoriodoregistrocivilsrp@hotmail.com,2025-08-01,ANA CLARA MARSON MUNIZ,-
00.268-3,11/10/1888,Cartório do Registro Civil das Pessoas Naturais,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,21/07/2025,AL,MURICI,cartoriomurici23@hotmail.com,2025-06-18,FRANCISCO JOSÉ DE SOUZA,-
00.269-1,30/04/1929,Cartório do Registro Civil das Pessoas Naturais e Notas de Maravilha-AL,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,28/02/2025,AL,MARAVILHA,cartoriocivilmaravilha@gmail.com,2025-02-26,TAYNÁ APARECIDA RIBEIRO DOS SANTOS,-
00.270-9,11/08/1960,Cartório do Registro Civil das Pessoas Naturais e Notas de Satuba,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,20/02/2025,AL,SATUBA,cartoriocivilsatuba@gmail.com,2025-02-18,CAMILO FRANCISCO COIMBRA,EDNá DE ARAúJO ACIOLI
00.271-7,06/12/1949,SERVIÇO DE REGISTRO CIVIL E NOTAS da comarca de são josé da tapera,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,SAO JOSE DA TAPERA,cartoriodorcnsjtapera@gmail.com,2025-01-27,NAYARA SOARES NOGUEIRA,ALLAN SILVA VENâNCIO DE OLIVEIRA
00.272-5,10/07/1959,CARTORIO DO REGISTRO CIVIL E NOTAS,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,01/03/2025,AL,CARNEIROS,cartoriodecarneiros@gmail.com,2025-02-28,SIMONE SILVA PAZ,ERICK MACHADO DE FARIAS
00.273-3,11/08/1899,Cartório do Registro Civil de Arapiraca - 1º Distrito,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,17/02/2025,AL,ARAPIRACA,cartorio1distritoarapiraca@hotmail.com,2025-02-13,ALESSANDRO ANTONIO AMADIO,ILKA DANIELLY TAVARES VALERIANO DA SILVA GóIS
00.274-1,11/08/1960,Cartório do Registro Civil e Notas de Campestre/AL,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,13/03/2025,AL,CAMPESTRE,cartoriodecampestre@gmail.com,2025-03-11,EMANOELLA RODRIGUES REMIGIO DE OLIVEIRA,CéLIA BEZERRA DE LIMA NETA
00.275-8,22/07/1825,Cartório do Registro Civil de Girau do Ponciano,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,GIRAU DO PONCIANO,cartoriogiraudoponciano@gmail.com,2025-01-28,MARIA CAROLINA SANTA BÁRBARA SOUZA,-
00.276-6,02/01/1889,Cartório do Registro Civil de Igreja Nova,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,03/02/2025,AL,IGREJA NOVA,cartoriodeigrejanova@gmail.com,2025-01-28,ALLAN CANTALICE DE OLIVEIRA,-
00.277-4,06/07/1984,Cartorio do Registro Civil de Inhapi,Oficializada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,22/07/2025,AL,INHAPI,cartoriorcpn.inhapi@gmail.com,2025-07-19,MANOEL IRAN VILAR MALTA,-
00.278-2,11/08/1960,Cartório do Registro Civil das Pessoas Naturais de Jaramataia,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,18/09/2025,AL,JARAMATAIA,cartoriodejaramataia@gmail.com,2025-08-30,DANIELLA RESSIGUIER RIBEIRO ESPOSITO,-
00.279-0,30/01/1961,Cartório do Registro Civil de Maribondo,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,MARIBONDO,rcivilenotasmaribondo@gmail.com,2025-01-28,LAURA REGO BARROS FERREIRA,-
00.280-8,09/03/1903,CARTORIO DO REGISTRO CIVIL DE MINADOR DO NEGRAO,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,MINADOR DO NEGRAO,cartoriominadordonegrao@outlook.com,2025-01-28,JACQUELINE IRADJA DA SILVA CAMILO ALENCAR,-
00.281-6,11/10/1888,CARTORIO DO REGISTRO CIVIL DE NASCIMENTO E OBITOS DO 1 DISTRO DE MACEIO,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,VAGO,01/08/2025,AL,MACEIO,cartoriorcpnenotasmaceio@gmail.com,2025-08-01,MARIA LUCIA SAMPAIO FALCãO,-
00.282-4,18/05/1893,CARTORIO DO REGISTRO CIVIL DE PESSOAS NATURAIS DE MAR VERMELHO,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,14/02/2025,AL,MAR VERMELHO,notas@cartoriodemarvermelho.com.br,2025-02-13,THAYSE BARBOSA DIAS,-
00.283-2,11/08/1960,Cartório do Registro Civil e Notas da Comarca de  Rio Largo – Distrito de Utinga,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,28/02/2025,AL,RIO LARGO,cartoriogvutinga@gmail.com,2025-02-11,RODRIGO OTAVIO GREIN GURGEL VALENTE,THEREZA CRISTINA GREIN GURGEL VALENTE
00.284-0,27/07/1926,CARTORIO DO REGISTRO CIVIL E NOTAS DO 5º DISTRITO DE MACEIÓ,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,05/02/2012,AL,MACEIO,registrotabuleiro@hotmail.com,1978-09-21,NALCY BASTOS DA ROCHA,SILVANA BASTOS DA ROCHA ARAúJO
00.285-7,11/08/1960,4° DISTRITO DE REGISTRO CIVIL DAS PESSOAS NATURAIS COM ATRIBUIÇÃO DE TABELIONATO DE NOTAS DE ARAPIRACA/AL,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,ARAPIRACA,cartoriovilasaojose@gmail.com,2025-01-28,CÉSAR ANTÔNIO PINTO ATAÍDE,-
00.286-5,06/07/1984,CARTORIO DO REGISTRO CIVIL DO DISTRITO DE CANAFISTULA DO CIPRIANO,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,GIRAU DO PONCIANO,cartoriocanafistuladocipriano@gmail.com,2025-01-28,MARINA MENDONÇA LUZ PACINI RICCI,-
00.287-3,20/05/1890,CARTORIO DO REGISTRO CIVIL DOS CASAMENTOS E NOTAS DE MACEIÓ,Privatizada,Notas / Registro Civil das Pessoas Naturais e de Interdições e Tutelas,Ativo,PROVIDO,31/01/2025,AL,MACEIO,1crcmaceio@gmail.com,2025-01-28,FABIANO MORAES DE OLIVEIRA,FERNANDA AGUIAR VASCONCELOS
